Fecha,Acumuladas,Amazonas,Antioquia,Arauca,Atlantico,Bogota,Bolivar,Boyaca,Caldas,Caqueta,Casanare,Cauca,Cesar,Choco,Cordoba,Cundinamarca,Guainia,Guajira,Guaviare,Huila,Magdalena,Meta,Narino,Norte de Santander,Putumayo,Quindio,Risaralda,San Andres,Santander,Sucre,Tolima,Valle del Cauca,Vaupes,Vichada,Procedencia desconocida,Barranquilla,Cartagena,Santa Marta,Positivas acumuladas,Negativas acumuladas,Positividad acumulada,Indeterminadas
2020-06-10T00:00:00.000,444933,7890,54795,1460,10685,129516,2748,10058,5703,1132,2166,3399,5263,3185,7412,14670,770,2076,453,8877,494,10622,8281,8459,574,2675,7589,648,13045,4029,6920,39071,791,719,5369,25812,27936,9641,53456,387153,"12,0",4324
2020-06-11T00:00:00.000,458324,7960,55998,1475,10990,134280,2867,10186,5914,1133,2176,3462,5449,3444,7510,15332,770,2076,454,8958,494,10827,8424,8613,576,2698,7712,648,13416,4231,7041,40812,791,719,5422,26943,28833,9690,55922,397940,"12,2",4462
2020-06-12T00:00:00.000,470351,8043,57734,1552,11521,136362,2890,10260,5979,1139,2190,3527,5515,3452,7949,15956,770,2076,454,9067,506,11164,8626,8670,576,2744,7971,652,14076,4392,7220,42107,791,719,5506,28419,29993,9783,58169,407681,"12,4",4501
2020-06-13T00:00:00.000,482832,8408,59150,1598,11921,138614,2924,10666,6213,1245,2244,3577,5698,3635,8181,16255,889,2175,572,9253,520,11448,9155,9120,593,2824,8278,676,14454,4585,7410,42951,979,784,5740,29449,30366,10282,59735,417638,"12,4",5459
2020-06-14T00:00:00.000,495024,8416,60331,1598,12296,141697,3018,10665,6336,1252,2237,3676,6324,3641,8322,16771,889,2332,572,9253,538,11863,9751,9120,579,2891,8454,676,14845,4925,7521,44088,979,784,5324,31338,31440,10282,62789,429946,"12,7",2289
2020-06-15T00:00:00.000,507588,8435,61095,1598,12889,145795,3085,10914,6556,1399,2426,3699,6520,3658,8516,17217,889,2522,572,9483,545,12175,9845,9392,579,2999,8655,676,15177,5042,7802,44959,979,784,5865,32404,31982,10460,65141,440094,"12,8",2353
2020-06-16T00:00:00.000,519990,8661,62456,1603,13339,148534,3151,11141,6684,1400,2514,3755,6684,4235,8818,17615,939,2534,594,9635,545,12431,10036,9517,580,3006,8759,841,15413,5305,8005,45892,979,749,6043,33883,33086,10628,67815,449800,"13,0",2375
2020-06-17T00:00:00.000,535220,9064,63169,1612,14312,153200,3188,11323,6783,1439,2671,3834,6944,4246,9015,18025,942,2629,712,9891,551,12751,10141,9795,599,3082,9093,841,16060,5709,8263,47299,979,749,6143,35582,33693,10891,70942,461840,"13,3",2438
2020-06-18T00:00:00.000,550611,9066,64910,1644,14859,157227,3280,11437,6892,1450,2679,3891,7087,4442,9254,18684,942,2647,713,10032,580,13099,11222,10398,599,3118,9240,841,16692,6056,8440,48321,979,749,6391,37152,34399,11199,74184,473959,"13,5",2468
2020-06-19T00:00:00.000,568324,9133,66545,1694,15336,163261,3382,11763,7025,1725,2805,3971,7455,4522,9392,19358,942,2851,713,10282,588,13372,11800,10687,599,3154,9599,858,17340,6402,8899,49335,979,749,6511,38484,35429,11384,78027,487781,"13,7",2516
2020-06-20T00:00:00.000,585822,9134,67268,1699,15682,171394,3495,11891,7153,1733,2877,4281,7715,4575,9705,20126,966,2975,715,10442,592,13522,11937,10826,639,3193,9742,858,17835,6709,9197,50265,1046,749,6746,40095,36474,11571,81395,501825,"13,9",2602
2020-06-21T00:00:00.000,604273,9374,68930,1768,16494,176170,3604,12145,7240,1787,2927,4376,8107,4611,9851,20918,969,3145,715,10568,607,13948,12412,10986,639,3234,9981,860,18286,6951,9448,51741,1046,771,6951,43129,37522,12062,86116,515509,"14,3",2648
2020-06-22T00:00:00.000,620288,9447,71085,1798,17223,181174,3717,12450,7335,1799,3006,4407,8236,4658,10028,21943,969,3190,778,10962,609,14300,12799,11103,639,3359,10255,1090,18564,7060,9907,52426,1047,771,7089,44498,38362,12205,89567,528029,"14,4",2692
2020-06-23T00:00:00.000,634611,9735,72521,1801,17951,185089,3750,12672,7546,1800,3059,4509,8389,5119,10143,22312,970,3463,823,11089,617,14750,12856,11326,679,3397,10386,1182,18824,7304,10195,53622,1048,772,7318,46033,39078,12483,93053,538414,"14,7",3144
2020-06-24T00:00:00.000,651592,9754,74284,2021,18657,190056,3971,12937,7779,1845,3215,4626,8624,5311,10227,22969,970,3610,823,11268,622,15266,13218,11622,679,3481,10744,1182,19368,7664,10282,55307,1048,772,7425,47698,39638,12629,97189,551639,"14,9",2764
2020-06-25T00:00:00.000,670093,9832,75979,2052,19688,194982,4005,13081,7919,1847,3399,4841,8822,5589,10573,23907,970,3679,823,11344,642,15629,13995,11845,679,3536,11039,1184,19842,8056,10470,56781,1048,782,7679,50090,40545,12919,102116,565095,"15,2",2882
2020-06-26T00:00:00.000,688959,9857,77953,2091,20667,200221,4180,13234,8027,1852,3420,4894,8901,6053,10832,25053,970,3755,823,11944,713,16019,14497,11937,679,3624,11262,1184,20287,8373,10709,57926,1048,782,7837,52867,41300,13188,106906,579122,"15,4",2931
2020-06-27T00:00:00.000,707688,9908,79976,2276,21389,205881,4365,13496,8082,1887,3583,5002,9199,6123,11028,25599,1007,3961,823,12192,758,16551,14719,12141,679,3697,11557,1334,20850,8792,10955,59438,1139,782,7991,54671,42417,13440,112665,592485,"15,9",2538
2020-06-28T00:00:00.000,725828,10046,82055,2364,21951,212011,4421,13585,8267,1922,3721,5175,9514,6154,11183,26349,1007,4184,823,12296,807,16749,15123,12291,681,3743,11694,1334,21243,9291,11180,60309,1139,782,8167,57178,43303,13786,117069,605642,"16,2",3117
2020-06-29T00:00:00.000,743437,10277,83993,2364,22620,216686,4635,14030,8551,2038,3883,5240,9805,6198,11518,27203,1007,4546,894,12670,807,17307,15596,12649,739,3784,11742,1334,21730,9394,11671,61032,1139,782,8355,58809,44347,14062,121588,618721,"16,4",3128
2020-06-30T00:00:00.000,760719,10597,86031,2407,23291,220471,4707,14298,8751,2049,3964,5299,9925,6929,11703,28178,1048,4632,894,12978,817,17611,16783,12770,741,3817,11768,1367,21995,9651,11954,62606,1139,782,8580,60551,45251,14384,125769,631748,"16,5",3202
2020-07-01T00:00:00.000,778773,10751,87913,2433,23751,224827,4833,14495,8991,2082,4072,5439,10196,7273,11762,29300,1048,4790,913,13042,818,18062,17213,13269,751,3842,12178,1393,22520,9962,12256,64317,1139,783,8726,62739,46125,14769,131159,644377,"16,8",3237
2020-07-02T00:00:00.000,798108,10783,89252,2491,24157,234263,4864,14717,9301,2087,4102,5490,10377,7391,11842,30376,1049,4859,913,13255,840,18396,17474,13342,753,3872,12497,1400,22700,10343,12366,65612,1139,783,8740,64897,46461,14924,135866,658778,"17,0",3464
2020-07-03T00:00:00.000,818703,10786,91975,2502,24484,240515,5038,14884,9383,2092,4163,5726,10735,7482,12057,31275,1049,5076,913,13535,854,18716,18088,13570,797,3967,12543,1427,23275,10668,12533,67713,1139,783,8740,67681,47231,15308,141355,673807,"17,3",3541
2020-07-04T00:00:00.000,839731,10880,93906,2538,24567,247977,5158,14950,9449,2119,4192,5903,10998,7680,12265,32625,1049,5247,913,14241,885,19006,18356,13641,858,4042,13022,1427,23646,11156,12862,69054,1139,783,8698,70638,48188,15673,146259,689753,"17,4",3719
2020-07-05T00:00:00.000,860731,10990,96066,2677,24956,254021,5234,15278,9541,2126,4288,6093,11530,7915,12398,33331,1049,5430,913,14348,897,19679,19061,13984,863,4095,13221,1428,24260,11474,13293,70981,1192,783,8715,73702,48980,15939,151983,704992,"17,7",3756
2020-07-06T00:00:00.000,881190,11043,98370,2677,25313,261021,5505,15485,9602,2131,4600,6196,11768,8632,12657,34446,1051,5572,913,14725,898,20206,19246,14026,940,4175,13267,1428,24764,11593,13626,72101,1192,783,8741,75602,50804,16091,156614,720727,"17,8",3849
2020-07-07T00:00:00.000,902305,11046,101142,2783,25635,267888,5552,15595,9661,2170,4622,6403,12097,8841,12774,35129,1062,5861,913,15169,941,21020,19859,14424,940,4182,13555,1430,25491,11904,13897,73943,1192,783,8742,77237,51855,16567,162134,736246,"18,0",3925
2020-07-08T00:00:00.000,923714,11175,104385,2784,26059,272872,6133,15729,9730,2250,4649,6499,12261,8983,13040,35679,1063,6162,913,15455,945,21593,20083,14546,956,4219,13780,1599,25905,12213,14237,75788,1192,783,8742,80993,53406,16913,167310,752402,"18,1",4002
2020-07-09T00:00:00.000,945240,11249,106711,2998,26449,280355,6144,15896,9798,2276,4729,6678,12391,9060,13419,36590,1065,6345,1065,16045,947,21788,20771,14702,1030,4230,14059,1629,26371,12612,14627,77516,1192,794,8744,82807,54225,17933,173208,767776,"18,3",4256
2020-07-10T00:00:00.000,968465,11299,109418,3166,26935,287257,6190,16138,10051,2309,4812,6880,12606,9379,13708,37392,1067,6512,1066,16523,976,22373,21403,14893,1109,4312,14201,1828,27393,13089,15034,79282,1192,794,8744,86142,54750,18242,178448,785724,"18,4",4293
2020-07-11T00:00:00.000,1006093,11597,112162,3252,27715,305987,6557,16263,10124,2370,4882,7021,12997,9652,13922,38860,1077,6733,1066,16964,1029,22783,21909,15206,1229,4486,14293,1855,28413,13395,15441,80750,1192,794,8748,89673,56270,19426,187051,814582,"18,8",4460
2020-07-12T00:00:00.000,1031230,11605,114117,3255,28435,316671,6901,16439,10257,2422,4966,7238,13302,9677,14131,40179,1077,6881,1066,17453,1077,23116,22360,15229,1303,4515,14487,1856,29024,13957,15684,81627,1478,794,8749,92732,57623,19547,193722,832992,"18,8",4516
2020-07-13T00:00:00.000,1056814,11640,117268,3329,29314,326305,7049,16583,10383,2422,5073,7392,13673,9784,14727,41325,1077,7089,1066,17554,1127,23566,22707,15440,1378,4579,14651,1856,29446,14239,16130,83144,1478,794,8750,95400,59198,19878,201112,851135,"19,0",4567
2020-07-14T00:00:00.000,1082415,11809,120233,3342,30522,335193,7079,16740,10421,2452,5154,7640,14027,10221,14965,42077,1080,7680,1099,18008,1215,23926,22961,15583,1547,4694,14843,1895,29749,14853,16431,85630,1478,805,8752,98066,60109,20136,208238,869521,"19,2",4656
2020-07-15T00:00:00.000,1108148,11810,125502,3402,31742,342140,7448,16829,10559,2471,5238,7761,14560,10341,15270,43199,1080,8039,1123,18033,1288,24732,23258,15786,1597,4721,15143,1896,30153,15192,16769,88027,1478,805,8761,100251,61413,20331,214795,888648,"19,4",4705
2020-07-16T00:00:00.000,1133507,11843,128725,3411,33626,349813,7628,17013,10716,2560,5302,7907,14709,10689,15643,43761,1086,8357,1140,18711,1338,25274,23621,15959,1605,4821,15394,1903,30706,15587,17256,89467,1478,805,8761,103255,62730,20907,221878,906891,"19,6",4738
2020-07-17T00:00:00.000,1159562,11885,132840,3415,34758,359046,7996,17707,10906,2623,5331,8174,15269,10706,15980,44377,1086,8516,1140,18806,1423,25662,23941,16119,1742,4843,15626,1906,31637,16014,17594,90462,1478,805,8762,105966,63971,21050,229350,925290,"19,8",4922
2020-07-18T00:00:00.000,1185984,11959,137249,3426,35660,366805,8020,17982,11155,2858,5465,8291,15733,11118,16459,45376,1086,9083,1140,19234,1529,26055,24366,16263,1948,4960,15980,1908,32097,16691,17813,92456,1532,805,8764,108524,64756,21438,236604,944381,"20,0",4999
2020-07-19T00:00:00.000,1210063,12136,141645,3475,36497,372316,8152,18274,11356,3551,5621,8508,16062,11366,16679,46223,1086,9345,1263,19452,1701,26243,25050,16492,2301,5052,16224,1958,32701,17542,18119,93799,1913,805,8764,111214,65285,21893,243472,961552,"20,1",5039
2020-07-20T00:00:00.000,1236569,12136,144581,3537,37900,384774,8292,18512,11377,3665,5721,8586,16321,11500,17032,46969,1086,9562,1263,19874,1832,26587,25568,16710,2304,5094,16232,1958,32946,17734,18359,95338,1913,805,8766,113387,66195,22153,251245,980184,"20,3",5140
2020-07-21T00:00:00.000,1263700,12136,149808,3537,38967,394235,8794,18708,11444,3747,5776,9019,16498,11679,17144,47514,1086,9727,1263,20117,1958,26831,25986,16900,2735,5112,16626,1958,33234,18058,18629,97818,1913,805,8772,115037,67406,22723,259415,998989,"20,5",5296
2020-07-22T00:00:00.000,1292501,12208,153773,3568,39684,401695,8987,18913,11600,3752,5806,9326,16757,12694,17576,48168,1101,9851,1293,20230,2156,27469,26788,17249,2940,5203,16929,2012,33789,18443,18886,100916,1913,837,8772,119220,68824,23173,268497,1018679,"20,8",5325
2020-07-23T00:00:00.000,1320935,12290,157215,3568,40533,412209,9107,19290,11826,3774,5888,9510,17234,12862,18072,49011,1101,10039,1293,20382,2278,27976,27468,17501,3344,5250,17337,2017,34303,18990,19163,103671,2067,837,8772,121362,69803,23592,278015,1037563,"21,0",5357
2020-07-24T00:00:00.000,1349502,12489,161991,3568,41002,421981,9491,19474,11925,3782,5943,9596,17402,13146,18603,49979,1101,10221,1396,20516,2321,28499,28167,17916,3694,5454,17787,2018,35413,19475,19579,105810,2070,837,8772,123932,70470,23682,286566,1057442,"21,2",5494
2020-07-25T00:00:00.000,1379043,12539,166010,3724,41834,434297,9659,19682,12042,3917,6018,9877,17876,13171,19043,50871,1101,10459,1396,20926,2367,28986,28832,18087,3696,5483,17816,2019,36000,19955,19829,107944,2070,839,8772,126541,71510,23855,295913,1077603,"21,5",5527
